Time,X,Y,Z,Surge,Sway,Heave,Roll,Pitch,Yaw,Sea surface Z,ACCx,ACCy,ACCz,PQRx,PQRy,PQRz,x velocity,y velocity,z velocity,x angular velocity,y angular velocity,z angular velocity
745.5,-0.240266547,-0.126044065,-0.924372852,-0.240266547,-0.126044065,-0.524372876,-0.076212131,0.090637531,0.096809,-0.50370789,0.124346205,0.033625689,0.304917604,-0.003196287,3.42E-04,-0.003157144,0.007333327,-0.210671775,0.136277817,8.80E-04,-6.64E-04,0.005659447
745.6,-0.238849118,-0.146895647,-0.90910846,-0.238849118,-0.146895647,-0.509108484,-0.072344503,0.08698402,0.128255798,-0.479702238,0.125286359,0.048156054,0.351393385,-0.006241402,4.68E-04,-0.003963172,0.019740014,-0.206569081,0.169287394,4.02E-04,-6.23E-04,0.005302438
745.7,-0.236177623,-0.167259976,-0.890352786,-0.236177623,-0.167259976,-0.49035278,-0.072015774,0.083592131,0.157438102,-0.454389829,0.122626753,0.060839211,0.373826214,-0.008401828,5.38E-04,-0.00462859,0.032072997,-0.201112279,0.20576501,-3.39E-04,-5.72E-04,0.004871503
745.8,-0.232279107,-0.187010124,-0.867884099,-0.232279107,-0.187010124,-0.467884123,-0.076453682,0.080503491,0.183976802,-0.428121069,0.116423399,0.070814508,0.369108461,-0.009464434,5.53E-04,-0.005112966,0.043974911,-0.194539785,0.243126712,-0.001241595,-5.17E-04,0.004382763
745.9,-0.227216259,-0.206046164,-0.841750145,-0.227216259,-0.206046164,-0.441750109,-0.086262194,0.077728433,0.207596183,-0.401256034,0.106892225,0.07760114,0.336730577,-0.009328683,5.17E-04,-0.005382701,0.055101183,-0.18715708,0.278609115,-0.002191337,-4.63E-04,0.003856076
746,-0.221085265,-0.224299997,-0.812272847,-0.221085265,-0.224299997,-0.412272841,-0.10136433,0.075247781,0.228143019,-0.374136442,0.094400858,0.081146565,0.278811836,-0.008015542,4.37E-04,-0.005415037,0.065135773,-0.17929316,0.309532622,-0.003067952,-4.15E-04,0.003314151
746.1,-0.214011908,-0.241736129,-0.780027688,-0.214011908,-0.241736129,-0.380027711,-0.121014063,0.07301597,0.245599302,-0.347060635,0.079452598,0.081818957,0.199883412,-0.00566451,3.19E-04,-0.005201369,0.073805814,-0.171255432,0.333555078,-0.003759732,-3.77E-04,0.002781287
746.2,-0.206146538,-0.258348346,-0.745798647,-0.206146538,-0.258348346,-0.345798612,-0.143875587,0.070965212,0.26008728,-0.320264382,0.062663232,0.080346197,0.106445793,-0.002519093,1.72E-04,-0.00474948,0.080894265,-0.163289275,0.348891685,-0.004174286,-3.53E-04,0.002281838
746.3,-0.197657838,-0.274152666,-0.710513473,-0.197657838,-0.274152666,-0.310513467,-0.168161632,0.069010557,0.271864794,-0.293909358,0.044731896,0.077711978,0.006343606,0.001097803,4.30E-06,-0.004084418,0.086249913,-0.155547925,0.354481343,-0.004247782,-3.44E-04,0.001838516
746.4,-0.18872577,-0.289177656,-0.67516619,-0.18872577,-0.289177656,-0.275166214,-0.191816978,0.067055509,0.281311186,-0.268080153,0.02640777,0.075024318,-0.091982567,0.004816166,-1.74E-04,-0.003247842,0.089794176,-0.148075729,0.350083592,-0.003951331,-3.52E-04,0.001470687
746.5,-0.179534033,-0.303453386,-0.640733182,-0.179534033,-0.303453386,-0.240733191,-0.21272871,0.064998121,0.288903368,-0.242789693,0.008454446,0.073374264,-0.180296249,0.008255673,-3.52E-04,-0.002295837,0.091524417,-0.140806354,0.336297814,-0.003293875,-3.78E-04,0.001192807
746.6,-0.17026253,-0.316999972,-0.608091474,-0.17026253,-0.316999972,-0.208091497,-0.228942365,0.062737175,0.295183914,-0.217992178,-0.008385938,0.07370113,-0.251341072,0.011063408,-5.19E-04,-0.001295306,0.091513566,-0.133574848,0.314503183,-0.002321326,-4.22E-04,0.001013144
746.7,-0.161079869,-0.329817772,-0.577946901,-0.161079869,-0.329817772,-0.177946895,-0.238862467,0.060178356,0.30072285,-0.193601946,-0.023427093,0.076677657,-0.299519104,0.012948833,-6.65E-04,-3.19E-04,0.089906278,-0.126141105,0.286725047,-0.001112039,-4.81E-04,9.33E-04
746.8,-0.152136564,-0.341879904,-0.550778389,-0.152136564,-0.341879904,-0.150778413,-0.241417732,0.0572401,0.306076091,-0.169516145,-0.036069921,0.082624259,-0.321406801,0.013712591,-7.79E-04,5.59E-04,0.086911836,-0.118221778,0.255441706,2.31E-04,-5.54E-04,9.46E-04
746.9,-0.143559098,-0.353128731,-0.526804268,-0.143559098,-0.353128731,-0.126804277,-0.236174281,0.053858866,0.311743361,-0.145638655,-0.045829617,0.091457968,-0.316060145,0.013266353,-8.52E-04,0.001270737,0.08279412,-0.10952713,0.223349529,0.001590011,-6.36E-04,0.001039154
747,-0.135445088,-0.363476425,-0.505972624,-0.135445088,-0.363476425,-0.105972596,-0.223386059,0.049993706,0.318129401,-0.121902484,-0.05235763,0.102678943,-0.285080361,0.01164177,-8.78E-04,0.00175898,0.077859234,-0.099799877,0.193109862,0.002844788,-7.23E-04,0.001192703
747.1,-0.127859905,-0.372810006,-0.487977117,-0.127859905,-0.372810006,-0.087977104,-0.203976609,0.045629749,0.325511341,-0.098287908,-0.055457713,0.1153958,-0.232435098,0.00898763,-8.53E-04,0.001982048,0.072441131,-0.088853003,0.167101789,0.00388393,-8.10E-04,0.001382088
747.2,-0.120834768,-0.381000817,-0.472296417,-0.120834768,-0.381000817,-0.072296426,-0.179454709,0.040780525,0.33401506,-0.074834018,-0.055095361,0.128389684,-0.16405471,0.005555518,-7.75E-04,0.001917975,0.066885986,-0.076603697,0.147204466,0.004616294,-8.92E-04,0.001579517
747.3,-0.114366427,-0.387917101,-0.458252847,-0.114366427,-0.387917101,-0.058252845,-0.151771272,0.035488866,0.343602965,-0.05164218,-0.051400011,0.140215018,-0.087243607,0.001675319,-6.47E-04,0.00156663,0.061535753,-0.063100333,0.13462985,0.004980046,-9.63E-04,0.001756083
747.4,-0.108418465,-0.393438995,-0.445084691,-0.108418465,-0.393438995,-0.045084693,-0.123131836,0.029826269,0.354074072,-0.02887097,-0.044659481,0.149331895,-0.009965499,-0.002277053,-4.73E-04,9.50E-04,0.056711872,-0.048539053,0.12982105,0.004948941,-0.001019391,0.001883984
747.5,-0.10292419,-0.39747411,-0.432025343,-0.10292419,-0.39747411,-0.032025352,-0.095782851,0.023890626,0.365076679,-0.006723407,-0.035306313,0.15426056,0.059927667,-0.005916587,-2.60E-04,1.12E-04,0.052699681,-0.033267016,0.132425602,0.004535096,-0.001056314,0.001938704
747.6,-0.09779083,-0.399972498,-0.418381214,-0.09779083,-0.399972498,-0.018381206,-0.071792859,0.017802356,0.376133155,0.014571657,-0.023896231,0.153744301,0.115448637,-0.008887187,-1.96E-05,-8.88E-04,0.049734614,-0.017769849,0.141345034,0.003787994,-0.001070498,0.001900965
747.7,-0.09290497,-0.400938928,-0.40360105,-0.09290497,-0.400938928,-0.003601045,-0.052850056,0.011698978,0.386674645,0.034781391,-0.011079464,0.146902593,0.151137966,-0.010897078,2.38E-04,-0.001974095,0.04799089,-0.002642589,0.154855589,0.002789787,-0.001059664,0.001758273
747.8,-0.088138893,-0.400441319,-0.387330323,-0.088138893,-0.400441319,0.012669677,-0.040096495,0.005728341,0.396082963,0.053691306,0.002433583,0.133355283,0.163574963,-0.011748143,5.00E-04,-0.003066465,0.047573527,0.011454516,0.170787349,0.001647334,-0.00102276,0.001505949
747.9,-0.083357543,-0.398614347,-0.369445175,-0.083357543,-0.398614347,0.030554829,-0.034015526,4.08E-05,0.403736804,0.071125562,0.015910146,0.113300205,0.151689538,-0.011356313,7.51E-04,-0.004082852,0.048514165,0.023851539,0.186744717,4.82E-04,-9.60E-04,0.001147519
748,-0.078425661,-0.395657152,-0.350063026,-0.078425661,-0.395657152,0.049936969,-0.034384109,-0.005219382,0.409058108,0.08696342,0.02863384,0.087531482,0.116846704,-0.009760972,9.78E-04,-0.004947296,0.050770966,0.033929955,0.200346627,-5.84E-04,-8.73E-04,6.94E-04
748.1,-0.073214948,-0.391825587,-0.329529107,-0.073214948,-0.391825587,0.070470907,-0.040295338,-0.009922611,0.411555076,0.101150803,0.0399416,0.057393803,0.06269713,-0.007122405,0.001165832,-0.005595822,0.054232565,0.041182228,0.209463731,-0.001435573,-7.66E-04,1.65E-04
748.2,-0.067610703,-0.387418985,-0.308380008,-0.067610703,-0.387418985,0.091619983,-0.050249658,-0.013962567,0.410858637,0.113706596,0.049256345,0.024676699,-0.005191113,-0.003707431,0.00130096,-0.005981443,0.058725553,0.045262839,0.212429829,-0.001982184,-6.42E-04,-4.16E-04
748.3,-0.061517708,-0.382762611,-0.287288636,-0.061517708,-0.382762611,0.112711355,-0.06230666,-0.017263708,0.406748998,0.124723772,0.0561135,-0.008539182,-0.07988413,1.35E-04,0.001371633,-0.006077648,0.064024968,0.046024811,0.208207653,-0.002162741,-5.08E-04,-0.00102134
748.4,-0.054865081,-0.37818712,-0.266995162,-0.054865081,-0.37818712,0.133004844,-0.074283216,-0.019787482,0.399170983,0.134365578,0.06018015,-0.040065952,-0.153764114,0.004009173,0.00136913,-0.005880067,0.069866891,0.043537872,0.196492801,-0.001954053,-3.70E-04,-0.001621634
748.5,-0.047609851,-0.374006957,-0.248231575,-0.047609851,-0.374006957,0.151768431,-0.08397925,-0.02153662,0.388236597,0.142856992,0.06126657,-0.067802315,-0.219276138,0.007506127,0.00128884,-0.005406165,0.075962358,0.038086781,0.177745935,-0.001373497,-2.37E-04,-0.002188121
748.6,-0.039739102,-0.370499164,-0.231646866,-0.039739102,-0.370499164,0.16835314,-0.089409364,-0.022557162,0.374215259,0.150471556,0.059330322,-0.089917945,-0.269667319,0.010247839,0.001131119,-0.004693047,0.08201174,0.030150772,0.153149962,-4.78E-04,-1.15E-04,-0.002694875
748.7,-0.031270601,-0.367884934,-0.217740119,-0.031270601,-0.367884934,0.182259887,-0.089017869,-0.022937871,0.357513019,0.157513747,0.054473638,-0.105012127,-0.299646443,0.011922162,9.02E-04,-0.003793583,0.087718998,0.020366738,0.124496439,6.40E-04,-1.27E-05,-0.003120507
748.8,-0.022251893,-0.366315424,-0.206808135,-0.022251893,-0.366315424,0.193191871,-0.081856069,-0.022806974,0.338642273,0.164297347,0.046934835,-0.112234667,-0.305898799,0.012314587,6.12E-04,-0.002771251,0.092805253,0.009479975,0.094012048,0.001863491,6.34E-05,-0.003449491
748.9,-0.012757963,-0.365862995,-0.198912635,-0.012757963,-0.365862995,0.201087356,-0.06770405,-0.022326228,0.318185883,0.171120922,0.037074504,-0.111361187,-0.287405421,0.011330565,2.77E-04,-0.001694195,0.097021229,-0.001713391,0.064142717,0.00305727,1.08E-04,-0.003672935
749,-0.002887564,-0.366519064,-0.193870187,-0.002887564,-0.366519064,0.206129819,-0.047124223,-0.021682577,0.296758219,0.178242327,0.02535694,-0.102818021,-0.245535311,0.009006634,-8.24E-05,-6.29E-04,0.100158207,-0.012428033,0.037316511,0.004084794,1.18E-04,-0.003788735
749.1,0.007241543,-0.368198454,-0.191265598,0.007241543,-0.368198454,0.208734408,-0.021440386,-0.021077804,0.274966981,0.185854972,0.012327206,-0.087654477,-0.18390106,0.0055092,-4.45E-04,3.65E-04,0.102057215,-0.021950928,0.01570928,0.004819349,9.16E-05,-0.003801128
749.2,0.017498201,-0.370750278,-0.190487683,0.017498201,-0.370750278,0.209512323,0.007356971,-0.020716742,0.253379528,0.194069135,-0.001415678,-0.067462174,-0.107993914,0.001120959,-7.89E-04,0.001240991,0.102615879,-0.029698382,0.001036198,0.005156838,2.97E-05,-0.003719692
749.3,0.027744003,-0.373974204,-0.190783545,0.027744003,-0.373974204,0.209216461,0.036771474,-0.020794779,0.232495931,0.202901516,-0.015248698,-0.044244048,-0.02463454,-0.003783826,-0.001090704,0.001968335,0.101792709,-0.035264016,-0.00561002,0.005026258,-6.47E-05,-0.003557906
749.4,0.037839651,-0.377640396,-0.191326082,0.037839651,-0.377640396,0.208673909,0.064013653,-0.021485412,0.212731805,0.212275473,-0.028556786,-0.020239597,0.05870446,-0.008772964,-0.001331788,0.002534609,0.099608291,-0.038452987,-0.00385852,0.00439724,-1.86E-04,-0.003331415
749.5,0.047651209,-0.381512016,-0.191288114,0.047651209,-0.381512016,0.208711892,0.086246646,-0.022928692,0.194411156,0.222032948,-0.04076502,0.002281746,0.134636838,-0.013395778,-0.001495493,0.002946086,0.096143311,-0.039298005,0.005912067,0.003283902,-3.29E-04,-0.003056164
749.6,0.057055868,-0.385367185,-0.189915597,0.057055868,-0.385367185,0.210084394,0.100842367,-0.025221344,0.177770334,0.231957315,-0.051369039,0.021241642,0.196588818,-0.017224675,-0.001569797,0.003226259,0.091533231,-0.03805384,0.022619945,0.001744619,-4.83E-04,-0.002746591
749.7,0.065947026,-0.38901934,-0.186593071,0.065947026,-0.38901934,0.213406935,0.105624573,-0.028409278,0.162971502,0.241804589,-0.059961414,0.034965932,0.23944218,-0.019894939,-0.00154778,0.003412702,0.085959933,-0.035168906,0.04459525,-1.22E-04,-6.39E-04,-0.002414047
749.8,0.074238352,-0.39233321,-0.18089442,0.074238352,-0.39233321,0.219105572,0.099076103,-0.032483039,0.150124236,0.251339197,-0.066251995,0.042365495,0.260032374,-0.021139035,-0.001428158,0.003552519,0.079640783,-0.031235272,0.069752207,-0.002186692,-7.89E-04,-0.002065609
749.9,0.081866659,-0.395235151,-0.172614545,0.081866659,-0.395235151,0.227385461,0.080490965,-0.037376626,0.139312247,0.260369942,-0.070080644,0.043062093,0.257454291,-0.020812141,-0.00121555,0.003696797,0.07281594,-0.026921396,0.095801272,-0.00429759,-9.22E-04,-0.001703392
750,0.088793553,-0.397717059,-0.161778167,0.088793553,-0.397717059,0.238221824,0.050056569,-0.042969761,0.130622232,0.268782052,-0.071421569,0.037442302,0.2331465,-0.018906508,-9.20E-04,0.003894569,0.065734745,-0.022894607,0.120480475,-0.00629634,-0.001029207,-0.001324457
750.1,0.095005639,-0.399832517,-0.148625717,0.095005639,-0.399832517,0.251374304,0.008858059,-0.049093642,0.124171425,0.276562074,-0.070379271,0.026631461,0.190745555,-0.015553247,-5.59E-04,0.004186879,0.058642073,-0.019741982,0.141783631,-0.008030494,-0.001103632,-9.21E-04
750.2,0.100513555,-0.40168643,-0.133576915,0.100513555,-0.40168643,0.266423076,-0.041196289,-0.055539777,0.120130394,0.283813524,-0.067176833,0.012390308,0.135723285,-0.011011311,-1.50E-04,0.004601528,0.051765732,-0.017898723,0.158163035,-0.009367249,-0.001139363,-4.83E-04
750.3,0.105349675,-0.403417975,-0.117176503,0.105349675,-0.403417975,0.282823503,-0.097522368,-0.062071412,0.118738316,0.290762299,-0.062137826,-0.003053095,0.074839906,-0.005644665,2.81E-04,0.005149062,0.045305382,-0.017592002,0.168686864,-0.010205184,-0.001132905,3.44E-06
750.4,0.109564878,-0.405179083,-0.100027032,0.109564878,-0.405179083,0.299972951,-0.15706719,-0.068436841,0.120308646,0.297751684,-0.05566346,-0.017216033,0.015463537,1.10E-04,7.11E-04,0.005820418,0.039423739,-0.018805973,0.173135074,-0.010483201,-0.00108319,5.51E-04
750.5,0.113224439,-0.407110006,-0.082715794,0.113224439,-0.407110006,0.317284197,-0.216557084,-0.074383748,0.125223688,0.305227272,-0.048206596,-0.027594608,-0.035180057,0.005784002,0.001113979,0.006586528,0.034240312,-0.021270816,0.172023636,-0.010185845,-9.92E-04,0.001170708
750.6,0.116403401,-0.409314215,-0.065743312,0.116403401,-0.409314215,0.334256679,-0.272764512,-0.07967357,0.133918078,0.313712386,-0.040244298,-0.031894559,-0.070755496,0.010916227,0.001468443,0.007399948,0.029827851,-0.024475712,0.166553191,-0.009344507,-8.62E-04,0.001869877
750.7,0.119181648,-0.411834955,-0.049460828,0.119181648,-0.411834955,0.350539178,-0.322769847,-0.084095117,0.146852149,0.323774849,-0.032250348,-0.02823936,-0.086490171,0.015097583,0.001755265,0.008198392,0.026211619,-0.027703343,0.158485937,-0.008034394,-7.00E-04,0.002650209
750.8,0.121638991,-0.414635956,-0.034023304,0.121638991,-0.414635956,0.365976691,-0.364193824,-0.08747638,0.164476838,0.335986429,-0.024669186,-0.015340686,-0.079703071,0.018006478,0.001960237,0.008909856,0.023371281,-0.030082023,0.149961225,-0.006367537,-5.14E-04,0.00350666
750.9,0.123850584,-0.417587727,-0.019363176,0.123850584,-0.417587727,0.380636811,-0.395380468,-0.089693877,0.187193354,0.350877144,-0.017892513,0.007378752,-0.050134778,0.0194379,0.00207441,0.009458834,0.021245304,-0.030650819,0.143267566,-0.004482498,-3.11E-04,0.00442676
751,0.125882789,-0.420461595,-0.005188045,0.125882789,-0.420461595,0.394811958,-0.415513411,-0.090678899,0.215310628,0.368887674,-0.012239857,0.039715817,-4.18E-05,0.019321419,0.002094256,0.00977305,0.019737485,-0.028432959,0.14059265,-0.002531711,-1.02E-04,0.005390591
751.1,0.127789885,-0.422931403,0.008996869,0.127789885,-0.422931403,0.40899688,-0.424655859,-0.090420359,0.249004578,0.390324283,-0.007944235,0.080674458,0.065958179,0.017726721,0.002021474,0.009790056,0.018725146,-0.02251281,0.143776543,-6.68E-04,1.05E-04,0.006371445
751.2,0.129611656,-0.42458418,0.023843028,0.129611656,-0.42458418,0.423843026,-0.423711079,-0.088964001,0.288282621,0.415321387,-0.005143747,0.128511689,0.141279859,0.014856171,0.001862576,0.009463115,0.01806843,-0.012111608,0.154092905,9.71E-04,2.99E-04,0.007337114
751.3,0.1313719,-0.424937963,0.040093523,0.1313719,-0.424937963,0.440093517,-0.414307296,-0.086408243,0.332957101,0.44381679,-0.003879614,0.180841906,0.217965875,0.011025088,0.001628364,0.008765794,0.017619998,0.003343134,0.172080577,0.002271486,4.75E-04,0.008251697
751.4,0.133078188,-0.423466593,0.058504477,0.133078188,-0.423466593,0.458504468,-0.398618564,-0.082896872,0.382629972,0.47554353,-0.004100526,0.234796147,0.287429633,0.006631635,0.001333333,0.007694916,0.01723442,0.024160107,0.197443592,0.003157199,6.23E-04,0.009077794
751.5,0.134722322,-0.419629127,0.079760253,0.134722322,-0.419629127,0.479760259,-0.379138652,-0.078609254,0.436690653,0.510040088,-0.005672589,0.287228109,0.341273796,0.002119097,9.95E-04,0.006271577,0.016776587,0.050344091,0.229030365,0.003593839,7.40E-04,0.009778905
751.6,0.136282027,-0.412901491,0.104390413,0.136282027,-0.412901491,0.504390419,-0.358429304,-0.073748794,0.494327684,0.546677992,-0.008393592,0.334952983,0.372105725,-0.002065871,6.33E-04,0.004540185,0.016128634,0.081578192,0.264895336,0.003591981,8.21E-04,0.010321818
751.7,0.137723193,-0.402808607,0.132696569,0.137723193,-0.402808607,0.532696545,-0.338866442,-0.068530363,0.554553838,0.584703198,-0.012009933,0.374998842,0.374271884,-0.005515127,2.69E-04,0.002565601,0.015195022,0.11723173,0.302438368,0.003205275,8.66E-04,0.010678818
751.8,0.13900283,-0.388953716,0.164696321,0.13900283,-0.388953716,0.564696312,-0.322408381,-0.063167784,0.616242932,0.623285588,-0.016234468,0.40484618,0.344441045,-0.007897132,-7.77E-05,4.29E-04,0.01390574,0.156394495,0.338609714,0.002524651,8.76E-04,0.010829514
751.9,0.140072465,-0.371043265,0.200090215,0.140072465,-0.371043265,0.600090206,-0.310407605,-0.057861968,0.678175726,0.661570221,-0.020763769,0.422630217,0.281980693,-0.008987687,-3.86E-04,-0.001779729,0.012217756,0.197934934,0.370162014,0.001669041,8.52E-04,0.010762161
752,0.140881568,-0.348905176,0.238255307,0.140881568,-0.348905176,0.638255298,-0.303483207,-0.052790686,0.739091995,0.698724445,-0.025293683,0.427283971,0.189091017,-0.008690454,-6.41E-04,-0.003964858,0.01011502,0.240576809,0.393927185,7.74E-04,8.00E-04,0.010474347
752.1,0.141381204,-0.322499186,0.278267086,0.141381204,-0.322499186,0.678267121,-0.301466194,-0.04810045,0.797744431,0.733976563,-0.029532766,0.418606877,0.070682189,-0.007045379,-8.31E-04,-0.006035274,0.007607413,0.28298626,0.407092969,-2.40E-05,7.26E-04,0.009973023
752.2,0.141527295,-0.291918635,0.31894815,0.141527295,-0.291918635,0.718948126,-0.303422136,-0.043901018,0.852950875,0.766643762,-0.033213565,0.397253889,-0.065995029,-0.004224254,-9.49E-04,-0.007909107,0.004728961,0.32386045,0.407454942,-5.96E-04,6.36E-04,0.009273862
752.3,0.141283587,-0.257383943,0.358940244,0.141283587,-0.257383943,0.758940279,-0.307748661,-0.040262688,0.903641071,0.796149122,-0.036102234,0.364649803,-0.21193454,-5.14E-04,-9.95E-04,-0.009519689,0.001535545,0.362008823,0.393620805,-8.39E-04,5.39E-04,0.008399999
752.4,0.140624091,-0.219227985,0.396793872,0.140624091,-0.219227985,0.796793878,-0.312338281,-0.037216453,0.948894489,0.822028984,-0.038006893,0.322843146,-0.35712517,0.00371148,-9.74E-04,-0.010819817,-0.001897819,0.396420095,0.365148942,-6.82E-04,4.40E-04,0.007380297
752.5,0.139534861,-0.17787534,0.431067616,0.139534861,-0.17787534,0.831067622,-0.314791012,-0.034756718,0.98796776,0.843932906,-0.038785188,0.274318097,-0.491400343,0.008025951,-8.98E-04,-0.011784324,-0.005480196,0.426310687,0.322607757,-9.38E-05,3.46E-04,0.006247248
752.6,0.138015136,-0.133816808,0.460429192,0.138015136,-0.133816808,0.860429168,-0.312656472,-0.03284629,1.020308172,0.861618581,-0.038350902,0.221786011,-0.605312008,0.011992429,-7.80E-04,-0.012410748,-0.009108586,0.451152524,0.267549609,9.12E-04,2.61E-04,0.005034725
752.7,0.136077628,-0.087581411,0.483749092,0.136077628,-0.087581411,0.883749068,-0.303682057,-0.031423006,1.045555646,0.874943786,-0.03667933,0.167975131,-0.690949989,0.015204073,-6.37E-04,-0.012718068,-0.01267252,0.470681205,0.202400518,0.002279441,1.90E-04,0.003775756
752.8,0.133748233,-0.03970845,0.500178874,0.133748233,-0.03970845,0.90017885,-0.28604432,-0.030407442,1.063532064,0.883856822,-0.033810548,0.115434469,-0.742631934,0.017322758,-4.84E-04,-0.012743657,-0.016059437,0.484886152,0.130273974,0.003916054,1.34E-04,0.002500518
752.9,0.131064847,0.009278588,0.509207368,0.131064847,0.009278588,0.909207344,-0.258541123,-0.029710949,1.074219603,0.888386222,-0.029849752,0.066362596,-0.757399583,0.018110985,-3.35E-04,-0.012538773,-0.019160713,0.493985739,0.05472473,0.005699506,9.34E-05,0.001234717
753,0.128075838,0.058894042,0.510689616,0.128075838,0.058894042,0.910689592,-0.220726594,-0.029243432,1.077732454,0.888629964,-0.024963889,0.022470049,-0.73527432,0.01745424,-2.03E-04,-0.012163026,-0.021877992,0.498389841,-0.02053632,0.007489935,6.67E-05,-1.54E-06
753.1,0.124837779,0.108706668,0.504846454,0.124837779,0.108706668,0.90484643,-0.172976355,-0.028920172,1.074282462,0.884744078,-0.01937417,-0.015118519,-0.679246132,0.015371746,-9.64E-05,-0.011678395,-0.024129422,0.498652204,-0.091940839,0.00914268,5.19E-05,-0.001194263
753.2,0.121412896,0.158349812,0.492234766,0.121412896,0.158349812,0.892234802,-0.11647655,-0.028667318,1.064144006,0.876930445,-0.013344579,-0.045916303,-0.59499585,0.012014637,-1.89E-05,-0.011143351,-0.025855196,0.495415285,-0.156348655,0.010521665,4.64E-05,-0.002335547
753.3,0.117866315,0.207524836,0.473690987,0.117866315,0.207524836,0.873690963,-0.053137985,-0.028425606,1.047621245,0.865423727,-0.007166978,-0.070075064,-0.49037601,0.007651748,2.81E-05,-0.010607639,-0.027021887,0.489350385,-0.211294361,0.011511978,4.71E-05,-0.003422926
753.4,0.114263169,0.255998164,0.450253248,0.114263169,0.255998164,0.850253224,0.014556734,-0.028152219,1.025019189,0.850477659,-0.001143966,-0.088331006,-0.374697746,0.002644436,4.74E-05,-0.010108189,-0.027625144,0.481097659,-0.255172586,0.012030468,5.11E-05,-0.0044583
753.5,0.110665746,0.303592801,0.423069209,0.110665746,0.303592801,0.823069215,0.083758556,-0.027820705,0.996623211,0.832351232,0.004429159,-0.101896164,-0.257891244,-0.002587189,4.42E-05,-0.009666498,-0.027690461,0.471210771,-0.287345352,0.012033366,5.58E-05,-0.005446507
753.6,0.107130863,0.350175589,0.393297613,0.107130863,0.350175589,0.793297589,0.151490848,-0.027419187,0.962686135,0.811295606,0.00928183,-0.112301808,-0.149617491,-0.007603405,2.59E-05,-0.009287679,-0.027271936,0.460112253,-0.308162444,0.011520234,5.94E-05,-0.006393713
753.7,0.103707485,0.395642102,0.362012595,0.103707485,0.395642102,0.762012601,0.214899402,-0.026947119,0.923425674,0.78754269,0.013183643,-0.121207743,-0.058414657,-0.01198567,1.48E-06,-0.008961208,-0.026449133,0.448065078,-0.318893376,0.010533884,6.08E-05,-0.007305803
753.8,0.100434743,0.439900875,0.330119073,0.100434743,0.439900875,0.73011905,0.271490335,-0.026411031,0.879029978,0.761296293,0.015956705,-0.130197899,0.009043325,-0.015375243,-2.00E-05,-0.008663241,-0.025322344,0.435164741,-0.321578713,0.009156294,5.98E-05,-0.008186916
753.9,0.097340465,0.482858658,0.298286438,0.097340465,0.482858658,0.698286414,0.319334102,-0.025819714,0.829671349,0.732726538,0.017484105,-0.140587094,0.048508554,-0.01750599,-2.99E-05,-0.008360229,-0.024006651,0.421352788,-0.318815154,0.007500927,5.72E-05,-0.009038289
754,0.09444011,0.524408758,0.26690644,0.09444011,0.524408758,0.666906416,0.357216839,-0.025179377,0.775525238,0.701967922,0.017714149,-0.153263711,0.058492456,-0.018228311,-2.08E-05,-0.008013452,-0.022625285,0.406450585,-0.31349466,0.005702189,5.45E-05,-0.009857503
754.1,0.091736354,0.564423025,0.236078292,0.091736354,0.564423025,0.636078298,0.384725426,-0.024489236,0.716792068,0.669121057,0.016660372,-0.168588931,0.040342912,-0.017521989,1.23E-05,-0.007584015,-0.021302772,0.390208368,-0.308522806,0.003903033,5.38E-05,-0.010638218
754.2,0.089219131,0.60274905,0.205622122,0.089219131,0.60274905,0.605622113,0.402259002,-0.023737956,0.653719647,0.634257848,0.014397656,-0.186364643,-0.001938777,-0.0154968,7.20E-05,-0.007037794,-0.020158359,0.372362178,-0.306541395,0.002241887,5.78E-05,-0.011370403
754.3,0.086866222,0.639212012,0.175118566,0.086866222,0.639212012,0.575118542,0.410966613,-0.022901297,0.586622216,0.597429623,0.011055127,-0.205871975,-0.06212159,-0.012380904,1.58E-04,-0.006349873,-0.019300102,0.352690947,-0.309681296,8.40E-04,6.91E-05,-0.01204104
754.4,0.084644347,0.673621535,0.143970683,0.084644347,0.673621535,0.543970704,0.412617651,-0.021941149,0.515894753,0.558677626,0.006806696,-0.225972422,-0.132368227,-0.008498176,2.67E-04,-0.005508005,-0.018819962,0.331065784,-0.319367439,-2.09E-04,9.02E-05,-0.012635229
754.5,0.082510658,0.705782354,0.111481763,0.082510658,0.705782354,0.511481762,0.409417627,-0.020806052,0.442019908,0.518045147,0.00186025,-0.245254796,-0.203999706,-0.004236708,3.93E-04,-0.004514786,-0.018790078,0.307485646,-0.336193467,-8.47E-04,1.23E-04,-0.013137578
754.6,0.080414675,0.735507369,0.076941535,0.080414675,0.735507369,0.476941526,0.403787684,-0.019433159,0.365566265,0.475590491,-0.003553442,-0.262207961,-0.268329837,-1.15E-05,5.29E-04,-0.003388306,-0.019260304,0.28209587,-0.359876623,-0.001057226,1.69E-04,-0.013533728
754.7,0.078300431,0.762632191,0.039712306,0.078300431,0.762632191,0.439712316,0.398128685,-0.017751473,0.287178105,0.431399835,-0.009191162,-0.27539755,-0.317491992,0.003775002,6.67E-04,-0.002161214,-0.020256954,0.255188882,-0.389296958,-8.64E-04,2.29E-04,-0.013811872
